iterations,error
10,81.29349456602256
20,74.78874431330757
30,71.66972180015959
40,68.03417930704492
50,64.0353423083749
60,60.40378406703814
70,56.01185791917719
80,51.90582132391748
90,47.12085898914278
100,41.933939724170735
110,37.06569645059472
120,31.503206503505087
130,25.705041022723414
140,20.170470880876945
150,17.44825135245352
160,10.912245063118107
