iterations,error
10,79.71607898590432
20,76.2870929135504
30,73.99457295437527
40,71.29936792936394
50,67.62306525482632
60,63.38450623442713
70,59.763351290421575
80,55.62899022790218
90,51.426023871231436
100,46.70637316672356
110,42.0367085927066
120,36.739337703618986
130,32.35316933544723
140,30.5173800359276
150,28.252731815591886
160,14.966700312201667
