iterations,error
10,95.79691167019689
20,86.98561560609349
30,80.81058344234881
40,72.89214831048602
50,68.36844698314802
60,61.39765731853061
70,58.56373088200268
80,55.947646644534984
90,52.15468333868678
100,49.59930081332669
110,49.83455133802741
120,46.67833321395875
130,44.86857229937797
140,40.81756105258475
150,39.361264563096796
160,35.394043761227806
170,31.11123164973524
180,28.43598070974742
190,26.662237924633367
200,23.900134772862263
210,19.458949710478755
220,15.536303985404903
230,13.947703007711763
240,13.261734805715356
250,17.789311437388932
260,10.807092615952971
