iterations,error
10,96.66513366207406
20,94.97177399050027
30,93.1961182448457
40,91.05897533988266
50,89.91898593613861
60,88.58289551343367
70,87.58944093124602
80,87.08238501945725
90,85.21158168396363
100,83.06070705538302
110,80.71833671844115
120,80.47824038150203
130,78.5286333656627
140,76.61764866102088
150,74.63717739168952
160,74.01581107067983
170,71.9892947670533
180,70.59281232409523
190,68.51173577738764
200,65.91358253033472
210,62.38518657550891
220,61.152523771315664
230,59.694399533179336
240,58.58530486375368
250,56.34495798602926
260,54.242915332197505
270,51.46670507800481
280,49.83234052393696
290,47.031881349048135
300,43.16889112980503
310,38.331835237371706
320,35.27643252354847
330,30.82060177173164
340,28.944776674719485
350,27.16091623601867
360,25.693155611488052
370,22.80474370741072
380,24.662539218664485
390,25.578523374986972
400,20.78817413702238
410,17.582844514174397
420,11.973949127622003
