iterations,error
10,91.12580076943054
20,88.4915039415061
30,87.1957560155785
40,85.21984994342958
50,84.03604222726169
60,81.45608054325206
70,80.63938410800857
80,77.89801555169157
90,75.00978075550839
100,71.80484377210882
110,68.66129537080155
120,64.83982070883184
130,63.409959356136866
140,60.2521084893898
150,57.67012490945908
160,53.6612865468601
170,50.06074417773691
180,46.14959438455249
190,43.56626417228175
200,39.24996651545512
210,34.79942882542305
220,31.003239028016985
230,24.97853612440854
240,21.209761779142035
250,15.38270732639296
260,11.522877990983957
