iterations,error
10,104.21704556198516
20,99.03938344105522
30,94.28426981770473
40,82.29799064976353
50,74.26632866710621
60,74.69831269099643
70,73.1678243541766
80,65.82095629435767
90,62.73298155119109
100,53.461386717428155
110,45.628448519110954
120,45.851632854632825
130,43.92212892131965
140,36.9970290658515
150,34.436724436588186
160,31.60996160612973
170,29.27394221502397
180,26.097573333757992
190,24.228369150674364
200,23.51126142551806
210,17.27968789208939
220,17.356962744157975
230,17.93424102706118
240,16.435509382165417
250,18.560613418363516
260,18.274768825085964
270,22.823346263595177
280,18.42771924943969
290,15.895825633248851
300,18.11075478367924
310,20.94801698895425
320,23.002985204873955
330,24.404596025585704
340,20.307335191224535
350,26.22331241881585
360,31.604735493004647
370,28.12553289051758
380,30.431800250138462
390,29.96159629389296
400,24.925923620723665
410,24.11514398273944
420,29.36304685892899
430,25.036956666703624
440,27.25324479456807
450,20.67915750451464
460,22.312637746430216
470,24.76295404677707
480,21.368488796621506
490,26.220550940734825
500,25.09343562672717
510,20.67915750451464
520,20.189992993112927
530,20.266894312071003
540,18.51222803507588
550,18.54834230360422
560,17.56394673415538
570,17.983386405980248
580,22.882235937235667
590,26.707875033317485
600,20.599372820603556
610,20.742659038302985
620,15.379767687376763
630,15.874079945639618
640,15.874079945639618
650,18.960914550516488
660,16.463691769358345
670,20.265555279372567
680,18.932485256017646
690,21.368488796621506
700,17.705576855294307
710,17.950592206077832
720,26.456189360935422
730,20.805260972090785
740,18.960302252349017
750,22.727923436187417
760,26.582993864470126
770,26.582993864470126
780,28.44677245610937
790,28.654344062240575
800,26.58114461305346
810,26.848986698081294
820,26.754837338619424
830,22.325600264574884
840,20.67915750451464
850,19.818022907589214
860,21.8026252071432
870,23.321253101757193
880,29.676212125113484
890,29.676212125113484
900,32.045716111551656
910,35.61387277670018
920,33.378088546472924
930,37.046899140116395
940,36.046483251213836
950,38.486223037490724
960,33.006824577041314
970,38.91858421519
980,38.73524463081552
990,38.936098190587366
1000,40.740953009040645
1010,37.88890300383577
1020,36.87406088938531
1030,38.74166625435394
1040,40.20645665308987
1050,42.096538217280724
1060,45.00369215999736
1070,52.911362715738
1080,58.30390187001167
1090,60.15536868597731
1100,65.61721253966927
1110,72.07518311042233
1120,70.5240843761457
1130,71.84435343170787
1140,73.524826793594
1150,69.2033152241816
1160,70.75979113509335
1170,70.97185464436687
1180,80.53201996867357
1190,85.3541837178127
1200,82.49363720934988
1210,82.60173322750981
1220,87.89136325087493
1230,88.1239469210019
1240,86.31280444381864
1250,91.16347239403203
1260,92.99553593405281
1270,96.82878339666063
1280,93.53853794904492
1290,89.71281323853044
1300,91.1092452479306
1310,92.15784103142308
1320,98.13776134134277
1330,96.07033247737418
1340,97.78088336567339
1350,96.24032370455149
1360,99.42803832796223
1370,100.90185397959706
1380,94.30442006359833
1390,91.64391813570398
1400,94.18706017069948
1410,93.14737318092621
1420,87.96254217710809
1430,90.60031173434554
1440,90.86149119680796
1450,94.95300755919357
1460,97.84774494455232
1470,100.1922256540351
1480,100.54124128730898
1490,98.03789144140532
1500,103.99551679466808
1510,99.85554220608262
1520,98.80341388182697
1530,99.8863955406794
1540,100.65777075512246
1550,97.44455369090764
1560,100.48958695573715
1570,101.67656185437141
1580,96.19711730157475
1590,87.54411411940436
1600,87.27772021763639
1610,92.15784103142308
1620,88.08208583502108
1630,81.28841754263883
1640,74.62408846208609
1650,79.29100575552627
1660,74.62565486316223
1670,78.66126382249564
1680,82.2698471040182
1690,80.46882857536127
1700,80.34093234975138
1710,76.92565843224492
1720,74.5473000114381
1730,72.59127158300763
1740,70.0432984212335
1750,69.5431392153321
1760,67.10568785631737
1770,62.265846361631276
1780,57.84657505938569
1790,59.938748607880555
1800,58.75084571282365
1810,55.230894207529154
1820,55.28945762182266
1830,51.559027391452986
1840,54.10061260714256
1850,53.6008421018485
1860,49.107875709257584
1870,46.92751928603874
1880,47.77452503585035
1890,47.527951171947684
1900,51.126661643029394
1910,54.98563777427306
1920,52.669397821377686
1930,51.964935607656656
1940,47.37009245766767
1950,44.256915648129684
1960,44.873160879635265
1970,38.9678121503498
1980,36.88974090101671
1990,33.53469187960033
2000,32.32529909907811
2010,33.061241421677934
2020,29.66571639455692
2030,31.775512212899486
2040,32.02983907585211
2050,32.02983907585211
2060,33.061241421677934
2070,35.030735207095205
2080,35.90091780652091
2090,36.78964370533741
2100,32.7516094910742
2110,30.87958515566259
2120,32.13402974515823
2130,28.772778867706364
2140,31.882785543579665
2150,36.3143816967519
2160,34.14248471056366
2170,31.3425159266016
2180,34.91024549873005
2190,33.03166750755422
2200,30.26357462644218
2210,22.53577042755834
2220,17.17986687996427
2230,15.970887650094351
2240,15.895825633248851
2250,13.183776164361284
2260,12.654357707421715
2270,13.005680765566584
2280,13.740694180878076
2290,15.594972366216796
2300,13.869594524496742
2310,11.849408451324479
2320,13.201440366724913
2330,14.70756997638232
2340,19.709834744901535
2350,19.835279225167035
2360,20.027820085035835
2370,15.986746181017232
2380,14.195141358379729
2390,14.293324436000368
