iterations,error
10,89.35282025241068
20,86.01020584296072
30,83.54994133866217
40,81.7053362356278
50,79.37349169638419
60,76.85923702090325
70,74.6344776549386
80,72.23455976468269
90,69.83652663068791
100,67.72305602565353
110,64.36011818313878
120,61.16799181873481
130,59.1704833727904
140,58.08185402076607
150,54.64019862508992
160,50.06205572435938
170,47.74646403497605
180,44.03919836412297
190,41.37592415407852
200,36.58010725031699
210,31.139930582649207
220,27.926098068914563
230,21.925026903392236
240,16.419160096723097
250,13.700049228000118
260,10.516439111464978
