iterations,error
10,96.44138196106782
20,93.98153412042628
30,93.00121165916346
40,91.00505127182663
50,89.42718323079802
60,85.97933200193324
70,83.1787535365303
80,81.2889342833404
90,79.62080723270606
100,77.55488244293947
110,75.28604323068454
120,71.53829469224812
130,68.06404579883458
140,65.71151344969246
150,61.63828792107157
160,57.15727446708623
170,53.33489906980175
180,48.158570598993336
190,45.41193609638712
200,43.08808311934617
210,40.007520853033505
220,37.12477497746005
230,32.926240780003646
240,28.925820206765152
250,25.364976262926845
260,19.915054664327176
270,13.021334656557991
280,10.096109609815734
