iterations,error
10,87.58205425102302
20,87.2247120269994
30,85.02405245793615
40,83.31312950484266
50,81.10297616617788
60,79.23156040000184
70,77.1980360540947
80,74.59083212570583
90,73.82720508568782
100,73.89100671934594
110,71.8836328965574
120,70.30470603879617
130,67.7191606062087
140,64.4963178373291
150,61.607025503006625
160,57.80270216623512
170,53.696198351874195
180,49.35127747289745
190,44.446011290850485
200,41.85489168405307
210,36.28371497540083
220,31.564025393533818
230,26.45078924740545
240,25.238925965848317
250,21.357632092600213
260,17.960235118436707
270,12.684020179713196
