iterations,error
10,101.76158790170513
20,100.47609521311134
30,98.81219743104755
40,97.01798100097248
50,94.79171840671765
60,92.40256208196382
70,90.33992689842287
80,88.13638329983199
90,86.5017903785661
100,83.52493928527043
110,80.40219244756145
120,77.47478945428286
130,74.54137315174061
140,71.56858944499717
150,69.53567863808225
160,65.98088033296357
170,61.951743844527314
180,57.79035989737903
190,54.06259064679454
200,49.59723832195202
210,45.869573726674275
220,41.286355052651615
230,38.441952705342516
240,34.95368083344406
250,29.758123181323494
260,23.748309450668533
270,18.89948451115926
280,13.514840744276912
290,9.583442915109572
