iterations,error
10,102.26030540048443
20,93.1918738869611
30,86.83815285823225
40,79.6079134723159
50,77.8033271249196
60,73.9877118164385
70,71.9341615328975
80,69.25513747175613
90,67.23698629263589
100,64.66936885692313
110,62.2115660687202
120,62.18711971528954
130,60.6556469697896
140,61.103178732537785
150,61.013802260679135
160,61.74369189030873
170,61.29553212497356
180,60.27345146206331
190,58.903683069378914
200,58.53222790757044
210,56.420662784844026
220,56.822053124319524
230,53.82537729252864
240,52.312389471432766
250,50.50640813945929
260,50.33845967958006
270,50.147474128819574
280,47.516826351683214
290,46.58210859915745
300,44.45380782724692
310,43.57980149198475
320,40.86780552269007
330,42.12442348908215
340,43.746165826102086
350,45.834734027709025
360,41.802625166803765
370,39.83933734276907
380,37.329569797933104
390,36.401548287211625
400,33.42738606642201
410,31.26195862585285
420,26.309873932763818
430,26.4493489971806
440,25.532950665601625
450,25.547670984308326
460,25.739526675385573
470,22.32360145514163
480,21.185215345796735
490,22.11879500567392
500,19.48644965361754
510,13.764985984977677
520,13.366502741966498
