iterations,error
10,101.7854618434528
20,99.67348222013494
30,98.45472865571783
40,96.12681309053087
50,95.21025283945596
60,94.25196666459203
70,92.76765766921577
80,90.6461905214934
90,88.49798302846452
100,86.70870109743868
110,83.88505020018653
120,81.45029435454224
130,79.17945553580378
140,75.88276473048955
150,72.75842872425392
160,70.49589540865867
170,67.17494508264483
180,64.26871491320087
190,60.61545031980915
200,57.98985196156262
210,58.247217794422276
220,54.18429367234956
230,51.78933231850328
240,49.70696601696192
250,45.68629752040292
260,42.94311263063997
270,39.24371546748264
280,36.358634526160984
290,31.811011915497772
300,26.64359736547835
310,23.160886863353632
320,17.339567102350568
330,10.797428123605334
