iterations,error
10,101.55101726515367
20,99.80247425955152
30,98.38970552513237
40,96.08361899375433
50,93.79845383760154
60,91.15952359462102
70,89.56080991534333
80,86.92262888611761
90,84.09834927590609
100,83.18086307079446
110,80.38204501208533
120,76.50864016477068
130,74.06663528860331
140,70.91058295882227
150,67.91198358840707
160,64.18435367349117
170,60.685289076036085
180,57.96325976542764
190,53.098769676194586
200,49.88326175687634
210,45.896214250484554
220,41.71069605624208
230,36.208312800093196
240,32.702625792129254
250,26.926869239906466
260,21.179845927931858
270,14.7252541487288
