iterations,error
10,108.12197085607461
20,104.53984560703874
30,101.37282899294297
40,94.57026959441036
50,85.09138788860918
60,80.63803941171906
70,71.9026610195641
80,67.2463924372162
90,60.25515245225557
100,58.77827833394133
110,57.41168485440462
120,55.401854802477985
130,53.78311679006754
140,50.71625738299962
150,49.64299680415512
160,51.198639672770085
170,50.20176042135234
180,46.63336605090941
190,43.20057493041474
200,38.92090547288839
210,40.89371303345816
220,40.27271436825638
230,34.80494579219613
240,34.473848766540186
250,30.235594205750274
260,24.57697111524566
270,20.856722168960534
280,18.65823408905802
290,15.796985308483897
300,14.778392709920455
