iterations,error
10,122.6792806877234
20,117.91039366020172
30,112.7007996800942
40,99.13271011258631
50,94.15149682484636
60,87.62118309054968
70,80.35699386845278
80,73.9862839541885
90,71.55544668774904
100,67.9159105596573
110,64.42347798152994
120,61.984227351852
130,58.59110983880596
140,55.5605536187049
150,52.383176203813775
160,49.1440577480186
170,44.314956924575455
180,39.32247676562475
190,33.822996090474064
200,30.732836202856177
210,26.356001082445996
220,20.81070270079861
230,16.8175953833164
240,12.877030575697475
