iterations,error
10,90.96818335105434
20,85.73666265985136
30,81.76330053921552
40,78.57903331027673
50,74.31038819939182
60,72.85908743769032
70,71.23267993518202
80,68.29139213484477
90,66.52043591068767
100,65.91450962280368
110,64.11250172674855
120,60.90633567828202
130,59.917567002087594
140,59.78329887219937
150,56.92081071678946
160,55.84486651120517
170,55.291674379002316
180,55.24788204237072
190,53.79064086726713
200,54.780098372100326
210,53.08521088725682
220,52.37538313314503
230,49.705368671652174
240,47.4944572283955
250,47.15819103659936
260,45.08497005581988
270,42.60106331185498
280,41.04000674772822
290,40.00804474026414
300,38.61514212695681
310,36.820080720902226
320,33.23803871228752
330,35.05641784176714
340,30.45799757169094
350,27.395935466973626
360,22.841808616663897
370,21.91815397121175
380,22.69053914710624
390,22.89472282578387
400,23.94034502718575
410,19.77668457113884
420,18.469678108619675
430,12.82398159276584
