iterations,error
10,95.44746074147025
20,94.12290121867308
30,92.65791147399098
40,91.58936848762748
50,90.5882983565165
60,89.83407351139437
70,88.33382245788869
80,87.53769051109076
90,86.07500134377395
100,86.1508764169019
110,85.64568706719587
120,84.78034170223819
130,82.67528635469266
140,81.66589463678287
150,80.10212447861086
160,78.7671916962332
170,76.44685720690973
180,75.61564940855061
190,74.79943735352543
200,75.35652126565226
210,72.82987323752762
220,71.19888384254956
230,69.02570474146364
240,68.54594772414298
250,68.26452969398152
260,68.65319402922293
270,66.54100874436651
280,65.4496581623306
290,63.68212116702141
300,63.38622997608269
310,60.475281068855566
320,57.24473160569381
330,57.33572053741523
340,55.02854989826371
350,55.02854989826371
360,53.87275322293104
370,51.28605175466855
380,49.04807177553345
390,47.6120460432249
400,44.54779638585856
410,43.1356991113606
420,39.44922153082849
430,36.722113409671394
440,37.630816301418236
450,37.97296934603922
460,36.83008071230879
470,34.855761734802556
480,31.19764764851773
490,28.555491246904033
500,30.012497726152986
510,26.432580574634127
520,23.482510816765785
530,21.444714590943704
540,22.323700012926345
550,19.432737056972975
560,17.98326074558628
570,12.236676818632247
580,15.24409885168286
590,13.246999915090484
600,11.615938368136712
