iterations,error
10,127.90886401842909
20,118.80454874650084
30,111.54993384953795
40,111.25448680526651
50,109.66141538936276
60,102.42201190596862
70,101.50616556554834
80,99.85437714161408
90,96.90720181025534
100,94.45332927678088
110,86.0628148569186
120,84.37719743642998
130,81.3237510001742
140,77.28845862408056
150,73.90864560059401
160,72.79478547738125
170,68.16866131185263
180,67.18556524332334
190,68.12947135105995
200,66.02667393594561
210,64.84006986637218
220,65.08258243250654
230,63.630166193771046
240,60.41921514110592
250,59.30316997296876
260,59.75123346651007
270,56.820466885380995
280,55.531602937008564
290,53.39267219801444
300,52.40431689647711
310,49.82035342236587
320,47.09068800818249
330,46.717071233896846
340,42.67710628909406
350,43.17622931090148
360,39.33294387352586
370,41.00177101146727
380,37.91779570641103
390,38.62770658418205
400,35.9106875281295
410,33.21945877749968
420,31.705034098525303
430,29.7726103853716
440,29.498789343145646
450,25.280498577075427
460,25.822512869874444
470,25.822512869874444
480,26.29154830003414
490,29.60174034229963
500,29.140832746731796
510,23.14239128107858
520,23.673604538393725
530,18.622749973044858
540,18.134704326088304
550,13.500734834131627
