iterations,error
10,92.68388121647385
20,92.19755746957975
30,90.8241298893594
40,88.90147819757149
50,86.7657683440762
60,84.94519225234352
70,83.19540377746705
80,80.72551750032721
90,78.95858167147857
100,76.54706635111285
110,73.72551073582592
120,70.90450126275219
130,68.0470051850765
140,65.04413975461573
150,61.580627812596866
160,59.000317448432995
170,56.22819573844361
180,52.16271986118797
190,47.15894774189838
200,43.02065825554903
210,38.31267528663103
220,33.42285993603422
230,28.69526598899021
240,24.978112764122727
250,21.219368630014007
260,16.748954517435084
270,10.867522419207573
