iterations,error
10,87.55729011609908
20,87.23254361526119
30,85.07110635530063
40,83.29204071963869
50,81.10984562958828
60,79.86048259474342
70,77.60422361822927
80,76.39939807505559
90,74.6412306185408
100,73.05714752297179
110,71.60503041970975
120,70.61718010235603
130,69.09656942961512
140,66.69778104881287
150,64.79583407021755
160,62.146215393062775
170,60.17622308598934
180,57.08854580928161
190,54.297865501196526
200,51.64861434733915
210,51.15165299783597
220,48.105441988835715
230,45.674235142578105
240,40.96910260112988
250,38.01335561543879
260,34.49698305971885
270,31.951725396287973
280,29.366135852468418
290,24.82776015562303
300,22.287796803221415
310,20.196951231027434
320,14.694360838734323
330,11.958453027801507
