iterations,error
10,99.20752566416125
20,96.70680123516046
30,94.61448614285905
40,92.15323990337356
50,89.86746210845847
60,87.2453917999849
70,84.23652213030553
80,81.60794614188305
90,78.12111948529599
100,75.3058737835679
110,72.61570784220325
120,68.77063786298719
130,65.52691559055738
140,61.31881054870725
150,56.75462667986109
160,52.55789030152042
170,47.744269492197894
180,43.57637559102501
190,38.290795359475794
200,32.742856281179044
210,27.29895389229081
220,21.194391700271453
230,15.016376073912838
240,9.451904972259051
