iterations,error
10,78.02636663966284
20,76.36336754789855
30,74.3416047080554
40,71.86703501079867
50,70.77306359746196
60,68.69841525109769
70,66.98274695685262
80,66.59534407846236
90,64.01641101117724
100,62.067542712733804
110,59.828594856410774
120,57.66201321132675
130,54.16131352617131
140,52.741584041443986
150,49.83133832399119
160,46.97358139801209
170,44.096107615500216
180,40.4074547235524
190,36.88382116821595
200,33.09711342480699
210,31.839482723150418
220,29.245653680357847
230,24.11787352553393
240,21.34683929027673
250,14.866283715767153
260,14.071936832046497
270,10.957230272248387
280,11.772799721698423
290,10.347571711451044
300,10.056833016519322
