iterations,error
10,93.63920406549457
20,92.73435456610697
30,92.83267852154177
40,93.86827477228522
50,93.4354764125578
60,93.7892781873177
70,93.43468767164752
80,92.94804059269389
90,91.84807285316279
100,91.670844627543
110,91.45235948632308
120,90.80014302799889
130,90.04502492636223
140,88.69685980528266
150,87.3669949135482
160,87.49524574408844
170,85.67632867880447
180,84.57351136976891
190,82.88414005136424
200,82.88352923699208
210,81.68506866475408
220,80.98652020854486
230,81.55623066447987
240,80.93154563304489
250,80.0237088370364
260,79.31898557017661
270,78.64289662552166
280,78.05284940704304
290,76.96462670919031
300,76.32170963092966
310,76.58586973827278
320,75.17591725923621
330,73.91431027980568
340,74.1630561261382
350,73.32914743690777
360,73.76613396284444
370,73.23325077710037
380,71.13326221685172
390,70.57072254959277
400,68.67405905084983
410,67.0334413158057
420,66.08806204465118
430,65.41602274352607
440,64.35247599669478
450,63.392879046114516
460,63.65284325534063
470,61.95810035170422
480,61.42087310346076
490,58.063591048879665
500,55.440464471495766
510,55.855297136996704
520,56.03317961074187
530,55.410605464994156
540,53.348200841614485
550,53.4606702034185
560,51.28676635115397
570,50.159408345262435
580,50.70437259704339
590,50.61914719896907
600,49.53332620537649
610,48.24189676879998
620,46.95583031537965
630,45.810492037826535
640,43.967430153834286
650,41.24422769109614
660,39.48110451553575
670,34.99199395368006
680,31.077147363705414
690,28.747299459637766
700,26.84899721641506
710,25.43931927802878
720,24.72261933162373
730,24.72261933162373
740,25.663984597059027
750,24.648552771057773
760,24.884570292244263
770,26.774071462368656
780,30.6460943240261
790,24.525348554575515
800,21.64389540751322
810,20.49540110275114
820,20.344139662485098
830,16.589602481757026
840,16.610849190576975
850,16.688716301835846
860,13.966294906319831
