iterations,error
10,68.1634077965556
20,65.4004312828707
30,63.595696386011085
40,61.823903042647096
50,61.09511129380421
60,58.153659336546866
70,54.61202796910904
80,54.134020979778526
90,51.69350979537664
100,48.31339812039683
110,46.866885556164675
120,44.74889479972201
130,41.79527150137109
140,37.67325681378968
150,35.24246253079783
160,29.35760730820002
170,27.38673490772841
180,23.326009431633516
190,18.018225381263658
200,14.983695308300048
210,10.971674757268568
220,10.055978703337402
