iterations,error
10,99.64357494571186
20,99.22774835382435
30,99.0290473420885
40,97.61755436545124
50,97.35646631309847
60,96.28529124437847
70,96.28529124437847
80,95.70298232661685
90,94.23609585987965
100,93.48743075669947
110,92.77783734075359
120,91.63761187853103
130,90.3588129196338
140,89.75817465159813
150,88.41263158764538
160,87.66330949551885
170,87.14783995661463
180,85.95024204197145
190,85.26483030278689
200,85.40658797402075
210,84.40331232230662
220,82.40697383708047
230,81.17346462249377
240,80.4346859486256
250,78.83105575240818
260,78.15963127604991
270,78.44400581564855
280,75.62585564410989
290,75.97772686495391
300,74.05234879205634
310,72.886761457482
320,70.82784681577742
330,70.12039385258953
340,69.0623346119979
350,66.63376144750896
360,63.77762547175284
370,61.285434758970716
380,57.99865502056468
390,54.43601611607247
400,52.53111706737989
410,52.31295394252491
420,50.6070471254368
430,48.3514278342505
440,47.940124579510226
450,46.26153842093388
460,47.3197234150501
470,46.73045108391897
480,44.200495763608735
490,41.00078750669098
500,37.94401842288705
510,35.0378461283335
520,33.931262078755466
530,32.65977354171042
540,31.459745980252713
550,30.135711863423843
560,26.745915354120037
570,26.151658733499417
580,26.73424581706224
590,25.99650685847885
600,21.34777314434046
610,21.190727677922496
620,20.209175539182368
630,19.59346052560072
640,13.104541545515499
650,13.775799753523227
