iterations,error
10,99.87483816484752
20,98.39765314557474
30,98.41345085245987
40,97.37853623703917
50,95.6401694083577
60,93.48934135129576
70,92.49179243226347
80,91.17090565649553
90,88.7897263442794
100,86.89368009147634
110,85.0194957257308
120,83.71716348986818
130,81.64914701293141
140,79.56580804210884
150,78.31285348908779
160,76.22982167365087
170,74.52757379940924
180,72.23170421749575
190,70.31804061140004
200,68.09184135308686
210,64.8226441097997
220,61.9674691684186
230,59.393072539665916
240,55.77890697767366
250,54.19288020813649
260,52.06379136269393
270,50.58151897577392
280,48.70382965038199
290,46.07984373183418
300,42.00617649413539
310,36.93762191753664
320,32.638204627455295
330,31.46487302158198
340,33.860681495538934
350,30.330859351468803
360,26.93787692787628
370,22.637400586843402
380,17.876183641626508
390,12.536224619256867
