iterations,error
10,91.60087216723218
20,88.88262175790011
30,86.78715163801238
40,85.1162942660337
50,83.03612842889991
60,81.43825337801273
70,79.5658252485701
80,78.39497435651813
90,75.80639482243261
100,72.56772980464235
110,70.50882099777644
120,66.29980873516863
130,62.52500071313902
140,59.79596498048477
150,56.98886937104355
160,52.1316116816976
170,47.594350535810676
180,43.563492486417516
190,38.79054632351025
200,33.714008358031414
210,28.08715913604661
220,23.264174551389402
230,18.00858479585093
240,11.611384346737825
