iterations,error
10,80.1201479597228
20,80.81382948204822
30,79.48281557747956
40,77.60315493489693
50,75.48168045517627
60,72.30652315668132
70,69.82768475998836
80,68.0210719035911
90,65.23858795251199
100,62.176631382956444
110,59.52892227848953
120,57.44940445648355
130,55.100691490121086
140,51.27045755492362
150,47.282059184188796
160,43.42624906689167
170,41.335278141897845
180,38.16842445891109
190,35.18262942123249
200,31.021273520082715
210,27.562457675345854
220,25.54469627574621
230,20.49095362391481
240,17.77333149835008
250,13.38782540084641
260,8.247293939114039
