iterations,error
10,99.58049389829876
20,97.74258941386225
30,96.27143507565991
40,94.1765955591435
50,92.73318784587691
60,90.24746743420332
70,87.42198977206507
80,85.68976272190842
90,83.23346341025488
100,79.55260677178454
110,76.54351213658504
120,74.7536103347569
130,72.69065730563753
140,69.87097711090787
150,66.31143453279704
160,62.08210648770239
170,57.85470452982108
180,53.62967823055548
190,49.60266958235912
200,45.58942863490904
210,40.93061561739171
220,36.37848842544961
230,31.09017423312831
240,24.53705292492806
250,21.298586992182234
260,14.364854171283433
270,9.855263724788898
