iterations,error
10,101.32369978663831
20,99.95001537989842
30,98.00913909223799
40,96.03442324389613
50,93.21304632902077
60,90.76548512845088
70,87.99272345490004
80,85.17525438735552
90,82.1762346733054
100,79.90363914965633
110,76.72799749632857
120,74.0419858380971
130,71.26531274960226
140,68.21767060860495
150,65.05010927302504
160,61.90671103143441
170,57.55240915410796
180,54.27383857743847
190,49.72810611525966
200,45.49227672185647
210,41.06924287540492
220,36.25403453563399
230,32.50534266236206
240,28.163350031811163
250,25.355824288192345
260,21.26443063951566
270,14.971228495348115
