iterations,error
10,104.8128856551083
20,99.67382217703008
30,90.23273915553116
40,87.48392261260909
50,77.63778480669147
60,70.53913498521713
70,64.42345604569951
80,63.60683310868322
90,61.981113344937114
100,59.623572272813064
110,55.43294582869901
120,51.58629990764197
130,47.65182031422722
140,43.2572088401277
150,39.10331233549771
160,36.62522855735747
170,32.89437611561429
180,29.408249952211264
190,26.367092751129945
200,22.769276314698004
210,18.06240053712554
220,19.638362423805102
230,24.411024878184605
240,12.733963775224879
