iterations,error
10,76.44657575253147
20,74.84179492759766
30,73.7389373779596
40,71.85745242296271
50,68.74462783796262
60,67.76138120255129
70,66.05103497672893
80,65.2054753831267
90,62.187153883254574
100,58.29262675660679
110,55.95431777142922
120,52.97088226137273
130,49.738678928549035
140,45.80157687615258
150,42.50455099933673
160,39.59868286592999
170,36.79148426440252
180,32.68614425818186
190,28.541719051391595
200,26.26296496391711
210,23.862110198264347
220,19.39971691808821
230,15.747091955545951
240,13.277111688989676
250,11.620500897442632
260,11.393160070367859
