iterations,error
10,87.63263472896398
20,83.41116781470437
30,80.99872379028949
40,79.42117928117518
50,77.65416631262148
60,74.84785852409232
70,74.03423819772628
80,72.87106280934354
90,70.51119932869189
100,68.83280675863358
110,65.6999313797542
120,63.37789224698018
130,61.07143403801797
140,58.28006613978906
150,55.35432128905231
160,51.7766840931601
170,49.72380343835792
180,46.02354183140248
190,43.9909148856143
200,40.86445084981127
210,35.98104298227477
220,30.741858698569175
230,25.788583023638175
240,20.289697738175413
250,13.75001572355892
