iterations,error
10,169.54106397091016
20,165.60414942414565
30,161.7033131546282
40,154.98701816752262
50,148.12597102666317
60,143.4463600864321
70,134.4187574133073
80,124.26288488895237
90,116.13031866875781
100,106.48630507662531
110,95.31069432945404
120,85.97459920449893
130,74.9772515117368
140,68.08281160719025
150,58.037809556230656
160,53.39322143705117
170,47.445070595822884
180,42.732502685967276
190,38.6903498946779
200,35.25353285256474
210,30.150805254268207
220,24.560687031917183
230,18.27816273701531
240,18.27816273701531
250,13.787227993870424
260,13.64194969336083
