iterations,error
10,100.42061101627945
20,98.7928364088129
30,97.37539936918347
40,95.49014159904914
50,93.11924990970097
60,90.9768535365846
70,89.91656587381328
80,87.41851579880587
90,86.72723062805696
100,84.64723902986016
110,81.31140764023365
120,79.97552210688168
130,77.66920995136007
140,75.48666899946957
150,73.11392489499201
160,70.18489066168131
170,66.48660245562027
180,65.01340039974983
190,61.939319563373516
200,59.55346177326114
210,55.12238574286732
220,53.10381032264537
230,49.50885294031056
240,44.83235972338673
250,40.62584383547626
260,35.525518947675536
270,33.60803827282173
280,30.90685928882796
290,27.630132837587503
300,23.76425156417578
310,19.03152197892924
320,13.639536597238052
